336		11 218 987
336		6 148 255
336		27 32
335		6 11 218 987
335		1 3 6 27
334		6 138 148
334		1 135
332		3 6 438
331		1 11 136
331		11 14
330		1 6 11 83
330		1 11 83
330		1 7 218
329		1 6 11 136
329		1 6 135
329		83 218
328		6 11 25 218
328		11 25 218
328		6 11 14
328		6 259
327		7 27 32
327		7 321
326		6 7 64
326		662
325		6 11 148 303
325		6 11 27 49
325		148 218 303
325		11 148 303
325		11 27 49
325		7 11 32
325		40 218
325		11 379
325		762
324		6 7 11 32
324		11 27 897
324		3 269
324		246
323		6 40 218
323		6 916
323		993
322		6 11 379
322		11 747
321		3 11 316
321		3 11 69
321		11 28
320		6 148 218 303
320		6 11 27 897
320		1 6 7 218
320		1 3 7 11
320		6 11 28
320		3 6 87
320		1 7 148
320		40 148
319		6 11 25 148
319		11 25 148
319		6 83 218
319		6 11 747
319		1 11 303
319		218 254
318		1 3 6 7 11
318		7 27 148
318		1 6 446
318		11 667
318		11 46
318		7 86
317		6 11 218 303
317		3 6 11 69
317		1 6 11 303
317		11 218 303
317		6 218 254
317		6 40 148
317		6 27 32
316		6 11 25 148 218
316		11 25 148 218
316		6 11 667
316		6 11 46
316		3 11 136
315		6 7 11 27 218
315		7 11 27 218
315		3 6 303
314		11 148 218 987
314		1 6 11 438
314		1 11 438
314		11 255
314		6 762
314		2 7
313		6 11 148 218 987
313		6 7 27 148
313		3 6 11 136
313		6 11 255
312		1 6 7 148
312		3 7 87
312		11 230
311		3 6 11 316
311		11 28 32
311		7 11 77
311		6 11 230
311		85 86
311		27 28
311		540
311		290
310		6 11 28 32
310		6 7 11 77
310		27 28 32
310		6 7 86
310		1 56
309		11 218 255
309		6 7 321
309		6 644
308		7 11 27 897
308		6 11 218 255
308		6 7 27 32
308		494
307		7 85 86
307		3 11 40
307		1 11 40
307		148 254
307		1 987
306		11 148 218 255
306		11 148 255
306		6 85 86
305		6 11 148 218 255
305		6 11 148 255
305		1 6 11 135
305		1 6 11 40
305		148 218 254
305		7 27 28
305		6 148 254
305		1 11 135
305		3 987
305		3 135
304		6 7 11 27 897
304		7 27 28 32
304		6 7 11 28
304		138 148 218
304		7 11 28
304		491
303		6 148 218 254
303		3 6 11 40
303		1 6 316
303		11 21
303		2 218
303		584
303		265
302		6 7 11 28 32
302		7 11 28 32
302		6 7 85 86
302		1 6 56
302		6 91
301		6 138 148 218
301		6 11 21
301		11 670
301		777
300		6 11 148 218 303
300		11 148 218 303
300		11 321
299		6 11 670
299		3 6 135
299		135 218
299		142
298		7 11 27 278
298		6 135 218
298		6 27 28
298		6 11 321
298		11 1644
298		11 378
298		11 259
298		6 540
297		6 7 11 27 278
297		6 27 28 32
297		3 7 83
297		1 6 987
297		1 69
297		1132
297		934
296		7 27 148 218
296		6 11 138 218
296		1 7 148 218
296		11 138 218
296		6 11 1644
296		136 662
296		83 148
296		27 77
296		6 662
296		281
295		6 11 138 148
295		11 138 148
295		6 11 378
295		6 11 259
295		1 215
295		521
294		6 1132
294		4 7
292		6 7 27 148 218
292		6 7 27 28
292		6 83 148
292		218 364
291		6 7 27 28 32
291		6 218 364
291		3 7 218
291		2 6 7
291		6 777
291		6 491
291		3 273
291		514
291		89
290		1 6 7 148 218
290		3 6 11 438
290		3 11 438
290		2 6 218
290		155 218
290		11 916
290		7 138
289		6 7 11 27 148
289		7 11 27 148
289		3 6 7 83
289		40 148 218
289		3 56
288		6 40 148 218
288		6 155 218
288		6 27 77
288		6 11 916
288		6 281
288		1 25
288		633
287		3 6 7 87
286		1 6 7 11 218
286		6 11 218 254
286		1 7 11 218
286		1 7 11 148
286		11 218 254
286		1 6 69
286		1 2 11
286		218 512
285		3 11 446
285		1 3 64
285		6 521
285		492
285		357
285		260
285		145
284		1 6 7 11 148
284		27 321
283		6 218 512
283		1 11 55
283		6 89
283		233
283		71
282		3 6 56
282		1 11 446
282		6 494
282		6 142
282		1 273
282		1 205
282		1025
281		3 6 11 446
281		3 6 7 218
281		11 40 148
281		3 6 987
281		6 290
280		6 11 148 254
280		6 11 40 148
280		1 2 6 11
280		11 148 254
280		1 11 56
280		1 6 25
280		218 229
280		27 64
280		522
280		506
279		1 6 11 446
279		1 6 11 56
279		6 218 229
279		6 83 85
279		83 85
279		6 260
278		6 11 148 218 254
278		11 148 218 254
278		11 40 218
278		7 11 64
278		3 737
277		6 11 40 218
277		6 7 11 64
277		1 3 11 27
277		6 136 662
277		3 11 215
277		11 640
277		2952
276		6 11 83 218
276		6 7 83 85
276		11 83 218
276		7 83 85
276		135 148
275		3 6 11 215
275		83 148 218
275		6 135 148
275		6 506
275		473
274		3 11 205
274		218 504
274		218 273
274		6 1025
274		6 633
273		6 7 11 27 148 218
273		7 11 27 148 218
273		1 3 6 11 27
273		6 83 148 218
273		3 6 11 205
273		6 11 640
273		6 7 138
273		11 490
273		6 357
272		6 522
272		6 233
272		1 269
271		1 6 11 55
271		6 218 504
271		6 148 364
271		6 27 64
271		3 27 205
271		148 512
271		148 364
271		148 155
271		11 762
271		6 2952
270		6 11 85
270		3 7 148
270		11 540
270		11 85
270		6 584
269		6 11 135 218
269		11 135 218
269		6 148 155
269		6 11 540
269		3 11 87
269		3 7 205
269		1 4 11
269		136 218
269		6 514
268		148 155 218
268		6 148 512
268		6 27 321
268		6 11 762
268		3 6 278
268		1 90 218
268		1 6 215
268		218 316
268		6 265
268		152
267		6 218 273
267		1 27 218
267		1 11 316
267		1 254
266		6 11 138 148 218
266		11 138 148 218
266		6 148 155 218
266		135 148 218
266		11 218 512
266		1 6 273
266		6 71
265		1 6 7 11 148 218
265		1 7 11 148 218
265		6 148 218 364
265		6 135 148 218
265		6 11 218 512
265		6 11 83 148
265		6 7 11 85
265		3 6 11 87
265		148 218 364
265		11 83 148
265		7 11 321
265		7 11 85
265		83 86
265		11 777
265		6 934
265		3 897
265		648
264		6 11 27 32
264		6 7 11 321
264		1 6 11 316
264		148 218 512
264		11 27 32
264		6 136 218
264		6 83 86
264		6 11 777
264		6 11 86
264		1 6 254
264		11 86
264		11 73
264		3 504
264		1 155
264		1144
263		1 6 90 218
263		3 6 269
263		1 6 205
263		1 3 4
263		56 218
263		1838
263		531
262		3 6 11 135
262		1 3 6 64
262		3 11 135
262		6 492
261		6 148 218 512
261		3 6 7 148
261		1 6 27 218
261		7 27 321
261		6 56 218
261		69 218
261		6 473
261		237
260		7 83 86
260		1 6 155
260		11 506
260		1751
259		6 83 85 86
259		6 11 135 148
259		6 7 83 86
259		83 85 86
259		11 135 148
258		6 11 218 364
258		6 11 155 218
258		11 218 364
258		11 155 218
258		6 218 316
258		6 69 218
258		6 11 506
258		4 6 7
258		218 446
257		6 7 11 27 32
257		11 40 148 218
257		7 11 27 32
257		3 6 27 205
257		11 148 512
257		3 27 87
257		1 148 987
257		1 90 148
257		148 504
257		148 229
257		87 897
257		64 77
257		2 148
256		6 11 40 148 218
256		6 7 83 85 86
256		7 83 85 86
256		6 11 148 512
256		1 6 11 25
256		6 148 229
256		1 27 148
256		1 11 987
256		1 11 25
256		1 3 77
256		11 89
255		1 6 11 987
255		6 11 89
255		7 55
255		1 364
255		435
254		6 11 27 77
254		1 4 6 11
254		148 218 229
254		11 27 77
254		6 148 504
254		27 215
254		11 521
253		6 148 218 229
253		1 6 148 987
253		1 6 90 148
253		6 11 491
253		11 491
252		3 6 7 205
252		1 6 11 69
252		6 64 77
252		1 64 218
252		1 11 69
252		64 670
252		845
251		6 11 83 148 218
251		11 148 218 512
251		11 83 148 218
251		6 11 148 364
251		1 6 27 148
251		11 148 364
251		6 11 521
251		3 11 303
251		1 6 364
251		1 6 269
251		55 218
251		6 1838
251		6 531
251		6 237
250		6 11 148 218 512
250		6 11 135 148 218
250		11 135 148 218
250		6 11 148 155
250		6 11 27 28
250		3 6 11 303
250		11 148 155
250		11 27 28
250		6 218 446
250		6 56 148
250		6 11 1025
250		2 6 148
250		56 148
250		11 1025
250		11 644
249		6 11 27 28 32
249		3 6 7 11 218
249		11 27 28 32
249		3 7 11 218
249		6 11 644
249		6 11 281
249		11 281
249		11 142
249		158
249		5
248		6 11 148 155 218
248		11 148 155 218
248		6 218 747
248		6 27 215
248		6 11 1132
248		6 11 260
248		3 6 737
248		218 747
248		11 1132
248		11 260
248		235
248		45
247		6 7 27 321
247		6 7 11 86
247		7 11 86
247		6 11 73
247		3 6 273
247		3 314
247		1 294
246		6 11 148 218 364
246		11 148 218 364
246		3 7 11 87
246		3 6 11 56
246		6 11 142
246		3 11 56
246		218 438
246		148 273
246		1 87
245		1 6 11 90 218
245		1 90 148 218
245		1 11 90 218
245		6 218 438
245		6 11 490
245		2 7 11
245		1 3 55
245		218 269
245		83 87
245		11 233
245		6 1144
245		2 27
245		1 512
245		537
244		6 7 11 27 28
244		3 6 7 11 87
244		7 11 27 28
244		2 6 7 11
244		1 6 64 218
244		7 87 897
243		6 7 11 27 28 32
243		7 11 27 28 32
243		6 11 233
243		3 64 218
243		2 11 218
243		1 11 215
243		1 6 512
243		136 148
243		4 218
243		866
242		1 6 11 90 148
242		1 6 11 27 218
242		6 11 218 229
242		6 11 85 86
242		2 6 11 218
242		1 27 148 218
242		1 11 90 148
242		1 11 27 218
242		1 6 11 215
242		11 218 229
242		11 85 86
242		6 148 273
242		6 83 87
242		6 64 670
242		7 934
241		1 6 90 148 218
241		6 11 56 218
241		6 11 56 148
241		3 7 148 218
241		3 7 11 148
241		1 6 11 254
241		11 56 218
241		11 56 148
241		1 77 218
241		1 11 254
241		6 845
241		470
240		3 7 27 87
240		6 87 897
240		11 662
240		11 265
240		6 158
240		632
239		6 7 11 85 86
239		7 11 85 86
239		3 6 27 87
239		6 218 269
239		6 11 2952
239		205 215
239		11 2952
239		11 494
239		6 45
238		3 6 7 11 148
238		148 218 504
238		11 218 316
238		6 148 438
238		6 136 148
238		3 6 897
238		148 438
238		11 290
238		6 435
238		358
237		1 6 27 148 218
237		6 11 148 229
237		1 6 77 218
237		11 148 229
237		6 11 494
237		3 7 897
237		148 446
237		148 316
237		7 90
237		6 235
237		1 504
237		2072
236		3 6 7 148 218
236		1 6 11 27 148
236		6 11 218 504
236		3 6 64 218
236		1 11 27 148
236		11 218 504
236		6 11 662
236		27 85
236		11 357
236		7 265
235		6 148 218 504
235		11 27 321
235		6 11 522
235		6 11 357
235		1 77 148
235		11 522
234		6 11 148 218 229
234		11 148 218 229
234		6 56 148 218
234		6 11 218 316
234		6 11 27 321
234		56 148 218
234		7 27 85
234		6 55 218
234		6 11 290
234		6 7 90
234		678
233		6 11 148 504
233		11 148 504
233		6 148 747
233		6 148 316
233		6 27 85
233		6 11 265
233		2 148 218
233		1 11 512
233		148 747
233		69 148
233		6 470
233		773
233		686
233		568
233		306
233		12
232		1 6 11 512
232		1 6 11 155
232		1 3 7 27
232		1 3 6 77
232		3 6 504
232		1 11 364
232		1 11 155
232		1 6 504
232		6 866
232		6 537
232		434
232		354
231		3 6 7 11 83
231		6 148 218 747
231		6 7 27 85
231		3 7 11 83
231		1 6 77 148
231		1 6 11 364
231		148 218 747
231		11 218 273
231		6 205 215
231		6 148 446
231		6 69 148
231		1 6 87
231		11 71
231		3 364
231		1956
231		232
230		1 6 11 90 148 218
230		1 11 90 148 218
230		6 11 218 273
230		2 6 148 218
230		6 11 71
230		3 11 987
230		3 6 490
230		11 514
230		11 492
230		6 12
230		1 229
229		1 6 11 205
229		11 136 662
229		6 7 934
229		3 27 218
229		1 64 148
229		1 11 205
229		11 531
229		3 25
228		3 6 11 987
228		148 218 273
228		6 11 514
228		1 11 273
228		1 6 229
228		148 269
228		6 358
228		1 278
228		590
227		1 6 11 148 987
227		6 11 69 218
227		6 11 27 64
227		6 7 87 897
227		1 11 148 987
227		1 6 11 273
227		11 136 218
227		11 69 218
227		11 27 64
227		6 11 531
227		6 11 492
227		2 6 27
227		40 77
227		11 473
227		6 434
227		6 306
227		4 27
227		582
226		6 11 136 662
226		6 11 136 218
226		6 568
226		3 512
226		687
225		6 11 56 148 218
225		3 6 7 27 87
225		11 56 148 218
225		6 7 11 138
225		11 148 273
225		7 11 138
225		6 11 473
225		6 7 55
225		2 11 148
225		7 49
225		6 773
224		1 6 11 27 148 218
224		1 11 27 148 218
224		1 3 6 7 27
224		6 148 218 273
224		6 11 148 273
224		2 6 11 148
224		11 148 316
224		7 83 87
224		11 237
224		6 2072
224		6 354
224		3 49
224		1 737
224		1 314
223		6 11 148 438
223		6 11 148 316
223		6 11 64 77
223		136 148 218
223		11 218 446
223		11 148 438
223		11 64 77
223		6 148 269
223		6 40 77
223		6 11 237
223		3 6 364
223		3 6 25
223		27 86
223		1141
223		555
223		220
222		6 11 218 446
222		6 11 218 438
222		6 7 83 87
222		3 6 27 218
222		1 6 64 148
222		11 218 438
222		7 69
222		397
221		148 218 316
221		6 7 265
221		1 218 254
221		1 7 87
221		6 232
221		775
220		6 136 148 218
220		1 6 218 254
220		6 27 86
220		3 6 314
220		71 77
220		6 686
220		6 678
220		6 582
220		1065
219		3 6 7 11 148 218
219		3 7 11 148 218
219		6 11 633
219		6 11 158
219		3 27 83
219		218 230
219		11 633
219		11 158
219		6 687
219		1810
218		6 148 218 438
218		6 148 218 316
218		6 11 83 85
218		1 77 148 218
218		1 64 148 218
218		148 218 446
218		148 218 438
218		11 83 85
218		6 7 69
218		3 148 987
218		3 11 294
218		218 259
217		6 11 148 218 504
217		11 148 218 504
217		7 11 27 321
217		3 7 27 205
217		69 148 218
217		27 87 897
217		7 27 86
217		3 11 278
217		1 218 987
217		6 220
217		598
216		6 7 11 83 85
216		6 7 11 27 321
216		1 6 77 148 218
216		7 11 83 85
216		6 11 27 215
216		11 136 148
216		11 27 215
216		6 218 230
216		3 6 512
216		11 1838
216		11 845
216		6 993
216		829
215		6 69 148 218
215		6 11 136 148
215		3 6 27 83
215		6 71 77
215		6 11 1838
215		6 11 845
215		6 11 45
215		1 148 254
215		1 25 218
215		77 138
215		11 45
215		6 1810
215		1 230
215		448
214		1 6 11 64 218
214		6 148 218 446
214		6 7 27 86
214		3 6 148 987
214		3 6 7 897
214		1 11 77 218
214		1 11 64 218
214		1 6 218 987
214		1 6 148 254
214		27 85 86
214		3 6 49
214		1 218 303
214		1 11 269
214		218 361
214		215 218
214		7 215
214		6 1956
214		6 775
214		631
213		1 6 11 77 218
213		1 6 11 77 148
213		6 11 69 148
213		1 148 218 254
213		1 11 77 148
213		1 6 218 303
213		1 6 25 218
213		11 69 148
213		6 218 259
213		6 11 584
213		6 7 49
213		3 27 148
213		148 361
213		87 205
213		11 934
213		11 584
213		6 397
213		3 155
213		573
213		499
213		452
213		268
213		211
212		1 6 148 218 254
212		11 148 218 316
212		7 27 85 86
212		6 11 218 747
212		6 7 11 90
212		1 6 11 269
212		1 3 11 64
212		11 218 747
212		7 11 90
212		6 218 361
212		6 148 361
212		4 6 218
212		3 6 73
212		1 6 737
212		1 6 314
212		6 1141
212		6 555
212		1019
211		6 11 148 218 316
211		1 6 64 148 218
211		1 3 6 11 64
211		6 27 85 86
211		6 11 83 86
211		2 11 148 218
211		1 6 7 87
211		11 83 86
211		6 11 934
211		3 64 148
211		218 1644
211		27 934
211		11 435
211		1 379
211		1808
210		2 6 11 148 218
210		11 148 218 273
210		3 11 27 205
210		11 148 446
210		6 11 435
210		6 11 235
210		1 11 229
210		1 7 83
210		11 235
210		6 246
209		6 11 148 218 273
209		6 7 27 85 86
209		3 6 11 27 205
209		6 11 148 747
209		6 11 148 446
209		3 11 27 87
209		3 6 11 278
209		1 6 11 229
209		11 148 747
209		6 77 138
209		1 138 218
209		1 11 87
209		1 6 230
209		148 230
209		11 773
209		6 829
209		6 632
209		3 32
208		3 6 64 148
208		1 6 11 87
208		148 218 230
208		6 11 773
208		1 148 303
208		218 314
208		11 537
208		11 470
208		1 46
207		6 11 148 218 747
207		6 7 11 83 86
207		3 6 11 27 87
207		3 6 7 27 205
207		11 148 218 747
207		7 11 83 86
207		1 6 148 303
207		1 6 7 83
207		1 3 11 77
207		148 218 269
207		11 218 269
207		6 218 1644
207		6 215 218
207		6 148 230
207		6 11 537
207		1 6 379
207		27 138
207		11 12
207		6 1019
207		6 598
207		3 91
206		6 11 83 85 86
206		11 83 85 86
206		7 27 87 897
206		6 148 218 230
206		6 11 218 269
206		6 11 205 215
206		3 7 11 205
206		3 6 27 148
206		3 6 11 294
206		1 25 148 218
206		1 6 138 218
206		148 218 361
206		11 205 215
206		6 11 470
206		1 25 148
206		1 747
206		276
205		3 6 7 11 205
205		1 6 25 148 218
205		1 3 6 11 77
205		6 148 218 361
205		6 148 218 269
205		1 6 25 148
205		6 218 314
205		6 11 12
205		6 7 215
205		148 259
205		11 866
204		6 7 11 83 85 86
204		7 11 83 85 86
204		1 6 11 64 148
204		1 11 64 148
204		11 87 897
204		6 11 2072
204		6 11 866
204		1 6 46
204		148 215
204		21 218
204		11 2072
204		6 448
204		6 268
204		901
203		6 11 148 218 438
203		3 6 11 64 218
203		11 148 218 438
203		6 27 87 897
203		3 11 64 218
203		3 77 218
203		1 6 747
203		205 1956
203		90 142
203		55 148
203		27 90
203		11 686
203		11 232
203		7 136
203		6 452
203		3 14
203		1 361
203		296
202		11 136 148 218
202		6 11 87 897
202		6 148 259
202		6 21 218
202		3 27 278
202		3 6 155
202		1 3 138
202		1 2 3
202		218 762
202		46 218
202		3 361
202		1770
202		1131
202		324
202		18
201		6 11 136 148 218
201		6 11 69 148 218
201		3 6 11 27 218
201		11 69 148 218
201		3 64 148 218
201		3 11 27 218
201		148 218 259
201		11 218 230
201		6 218 762
201		6 27 90
201		6 11 358
201		6 11 232
201		3 90 218
201		1 27 205
201		1 6 278
201		11 568
201		11 358
201		11 306
201		1 21
201		1101
201		659
201		455
200		1 6 11 77 148 218
200		1 11 77 148 218
200		6 11 218 230
200		6 11 148 269
200		1 148 218 987
200		11 148 269
200		6 87 205
200		6 46 218
200		6 27 934
200		6 11 686
200		6 11 568
200		6 11 306
200		3 11 273
200		1 3 90
200		27 55
200		650
199		3 7 11 27 87
199		1 6 11 218 254
199		3 7 27 83
199		3 6 90 218
199		1 11 218 254
199		11 148 361
199		7 27 77
199		3 11 512
199		1 138 148
199		218 379
199		136 138
199		64 644
199		231
198		3 6 64 148 218
198		11 148 218 230
198		6 148 218 259
198		6 11 148 361
198		11 148 230
198		7 11 265
198		6 218 379
198		6 148 215
198		6 11 434
198		1 6 361
198		77 83
198		11 434
198		6 901
198		4 148
198		1 423
198		1 259
197		3 6 7 11 27 87
197		6 11 148 218 230
197		1 6 148 218 987
197		6 27 83 85
197		6 11 148 230
197		6 11 83 87
197		3 6 77 218
197		1 148 218 303
197		1 6 138 148
197		1 3 6 90
197		27 83 85
197		11 83 87
197		6 27 138
197		6 7 136
197		4 7 11
197		3 11 364
197		3 7 278
197		6 1808
197		6 455
197		3 254
196		1 6 148 218 303
196		1 6 11 148 254
196		1 6 11 25 218
196		11 148 218 446
196		6 7 27 77
196		3 6 11 512
196		3 6 11 364
196		3 6 11 25
196		1 11 148 254
196		1 11 25 218
196		11 218 259
196		7 87 205
196		6 90 142
196		6 77 83
196		3 11 897
196		3 11 25
196		3 6 32
196		1 7 205
196		1 6 423
196		148 314
196		1536
196		772
195		1 6 11 64 148 218
195		6 11 148 218 446
195		6 7 27 83 85
195		3 6 7 27 83
195		1 11 64 148 218
195		7 27 83 85
195		6 11 218 259
195		6 7 11 265
195		4 6 7 11
195		11 218 361
195		7 27 934
195		6 11 582
195		3 11 269
195		1 6 21
195		11 582
195		11 354
195		6 1131
195		4 55
195		338
194		1 6 11 148 218 254
194		3 6 11 148 987
194		1 11 148 218 254
194		7 11 87 897
194		6 11 218 361
194		6 11 64 670
194		3 11 148 987
194		1 6 11 504
194		1 6 11 230
194		11 64 670
194		11 55 218
194		7 27 49
194		3 6 254
194		1 11 504
194		1 11 230
