709853		4 11 14 17
709850		4 10 14 17
709848		4 10 11 14 17
709821		3 4 14 17
709818		3 4 11 14 17
709818		3 4 10 14 17
709816		3 4 10 11 14 17
708870		5 14 17
708863		5 11 14 17
708853		5 10 14 17
708851		5 10 11 14 17
708773		3 5 14 17
708770		3 5 11 14 17
708770		3 5 10 14 17
708768		3 5 10 11 14 17
708744		4 5 14 17
708741		4 5 11 14 17
708738		4 5 10 14 17
708736		4 5 10 11 14 17
708711		3 4 5 14 17
708708		3 4 5 11 14 17
708708		3 4 5 10 14 17
708706		3 4 5 10 11 14 17
688480		11 21
688480		21
688394		10 11 21
688394		10 21
688195		4 11 21
688195		4 21
688150		3 11 21
688150		3 21
688148		4 10 11 21
688148		4 10 21
688117		3 10 11 21
688117		3 10 21
688088		3 4 11 21
688088		3 4 21
688055		3 4 10 11 21
688055		3 4 10 21
687840		5 11 21
687840		5 21
687755		5 10 11 21
687755		5 10 21
687559		4 5 11 21
687559		4 5 21
687514		3 5 11 21
687514		3 5 21
687513		4 5 10 11 21
687513		4 5 10 21
687482		3 5 10 11 21
687482		3 5 10 21
687453		3 4 5 11 21
687453		3 4 5 21
687421		3 4 5 10 11 21
687421		3 4 5 10 21
686498		11 17 21
686498		17 21
686443		10 11 17 21
686443		10 17 21
686214		4 11 17 21
686214		4 17 21
686198		4 10 11 17 21
686198		4 10 17 21
686169		3 11 17 21
686169		3 17 21
686167		3 10 11 17 21
686167		3 10 17 21
686107		3 4 11 17 21
686107		3 4 17 21
686105		3 4 10 11 17 21
686105		3 4 10 17 21
685937		5 11 17 21
685937		5 17 21
685882		5 10 11 17 21
685882		5 10 17 21
685657		4 5 11 17 21
685657		4 5 17 21
685641		4 5 10 11 17 21
685641		4 5 10 17 21
685612		3 5 11 17 21
685612		3 5 17 21
685610		3 5 10 11 17 21
685610		3 5 10 17 21
685551		3 4 5 11 17 21
685551		3 4 5 17 21
685549		3 4 5 10 11 17 21
685549		3 4 5 10 17 21
674785		11 14 21
674785		14 21
674744		10 11 14 21
674744		10 14 21
674695		3 11 14 21
674695		3 14 21
674675		4 11 14 21
674675		4 14 21
674662		3 10 11 14 21
674662		3 10 14 21
674643		3 4 11 14 21
674643		3 4 14 21
674640		4 10 11 14 21
674640		4 10 14 21
674610		3 4 10 11 14 21
674610		3 4 10 14 21
674149		5 11 14 21
674149		5 14 21
674109		5 10 11 14 21
674109		5 10 14 21
674060		3 5 11 14 21
674060		3 5 14 21
674039		4 5 11 14 21
674039		4 5 14 21
674028		3 5 10 11 14 21
674028		3 5 10 14 21
674008		3 4 5 11 14 21
674008		3 4 5 14 21
674005		4 5 10 11 14 21
674005		4 5 10 14 21
673976		3 4 5 10 11 14 21
673976		3 4 5 10 14 21
672811		11 14 17 21
672811		14 17 21
672801		10 11 14 17 21
672801		10 14 17 21
672721		3 11 14 17 21
672721		3 14 17 21
672719		3 10 11 14 17 21
672719		3 10 14 17 21
672701		4 11 14 17 21
672701		4 14 17 21
672697		4 10 11 14 17 21
672697		4 10 14 17 21
672669		3 4 11 14 17 21
672669		3 4 14 17 21
672667		3 4 10 11 14 17 21
672667		3 4 10 14 17 21
672254		5 11 14 17 21
672254		5 14 17 21
672244		5 10 11 14 17 21
672244		5 10 14 17 21
672165		3 5 11 14 17 21
672165		3 5 14 17 21
672163		3 5 10 11 14 17 21
672163		3 5 10 14 17 21
672144		4 5 11 14 17 21
672144		4 5 14 17 21
672140		4 5 10 11 14 17 21
672140		4 5 10 14 17 21
672113		3 4 5 11 14 17 21
672113		3 4 5 14 17 21
672111		3 4 5 10 11 14 17 21
672111		3 4 5 10 14 17 21
669566		1
668568		1 2
660438		23
625802		1 2 12
625802		1 12
619480		1 9
618645		1 2 9
593176		1 2 9 12
593176		1 9 12
579071		2 10
579015		2 11
578933		2 3
578669		2 4
578621		2 4 11
578594		2 10 11
578575		2 3 11
578570		2 3 10
578526		2 3 4
578481		2 3 4 11
578275		2 4 10
578255		2 4 10 11
578239		2 3 10 11
578165		2 3 4 10
578145		2 3 4 10 11
575522		1 11
575302		1 10
575173		1 4
575163		1 3
575128		1 4 11
575104		1 10 11
575085		1 3 11
575036		1 3 4
574991		1 3 4 11
574801		1 3 10
574785		1 4 10
574765		1 4 10 11
574749		1 3 10 11
574675		1 3 4 10
574655		1 3 4 10 11
574524		1 2 11
574304		1 2 10
574175		1 2 4
574165		1 2 3
574130		1 2 4 11
574106		1 2 10 11
574087		1 2 3 11
574038		1 2 3 4
573993		1 2 3 4 11
573803		1 2 3 10
573787		1 2 4 10
573767		1 2 4 10 11
573751		1 2 3 10 11
573677		1 2 3 4 10
573657		1 2 3 4 10 11
572676		1 5
571680		2 5
571678		1 2 5
571526		1 5 11
571186		1 4 5
571177		1 5 10
571153		1 3 5
571142		1 4 5 11
571124		1 5 10 11
571109		1 3 5 11
571063		1 3 4 5
571019		1 3 4 5 11
570813		1 4 5 10
570797		1 3 5 10
570793		1 4 5 10 11
570777		1 3 5 10 11
570707		1 3 4 5 10
570687		1 3 4 5 10 11
570530		2 5 11
570528		1 2 5 11
570190		2 4 5
570188		1 2 4 5
570181		2 5 10
570179		1 2 5 10
570157		2 3 5
570155		1 2 3 5
570146		2 4 5 11
570144		1 2 4 5 11
570128		2 5 10 11
570126		1 2 5 10 11
570113		2 3 5 11
570111		1 2 3 5 11
570067		2 3 4 5
570065		1 2 3 4 5
570023		2 3 4 5 11
570021		1 2 3 4 5 11
569817		2 4 5 10
569815		1 2 4 5 10
569801		2 3 5 10
569799		1 2 3 5 10
569797		2 4 5 10 11
569795		1 2 4 5 10 11
569781		2 3 5 10 11
569779		1 2 3 5 10 11
569711		2 3 4 5 10
569709		1 2 3 4 5 10
569691		2 3 4 5 10 11
569689		1 2 3 4 5 10 11
562387		16
562312		11 16
561984		4 16
561955		10 16
561940		4 11 16
561939		3 16
561904		10 11 16
561895		3 11 16
561846		3 4 16
561802		3 4 11 16
561598		4 10 16
561581		3 10 16
561578		4 10 11 16
561561		3 10 11 16
561488		3 4 10 16
561468		3 4 10 11 16
560732		1 16
560657		1 11 16
560329		1 4 16
560302		1 10 16
560286		1 3 16
560285		1 4 11 16
560251		1 10 11 16
560242		1 3 11 16
560193		1 3 4 16
560149		1 3 4 11 16
559945		1 4 10 16
559928		1 3 10 16
559925		1 4 10 11 16
559908		1 3 10 11 16
559835		1 3 4 10 16
559815		1 3 4 10 11 16
559743		2 16
559734		1 2 16
559668		2 11 16
559659		1 2 11 16
559340		2 4 16
559331		1 2 4 16
559311		2 10 16
559304		1 2 10 16
559296		2 4 11 16
559295		2 3 16
559288		1 2 3 16
559287		1 2 4 11 16
559260		2 10 11 16
559253		1 2 10 11 16
559251		2 3 11 16
559244		1 2 3 11 16
559202		2 3 4 16
559195		1 2 3 4 16
559158		2 3 4 11 16
559151		1 2 3 4 11 16
559050		5 16
558976		5 11 16
558954		2 4 10 16
558947		1 2 4 10 16
558937		2 3 10 16
558934		2 4 10 11 16
558930		1 2 3 10 16
558927		1 2 4 10 11 16
558917		2 3 10 11 16
558910		1 2 3 10 11 16
558844		2 3 4 10 16
558837		1 2 3 4 10 16
558824		2 3 4 10 11 16
558817		1 2 3 4 10 11 16
558651		4 5 16
558634		5 10 16
558618		3 5 16
558608		4 5 11 16
558583		5 10 11 16
558575		3 5 11 16
558528		3 4 5 16
558485		3 4 5 11 16
558281		4 5 10 16
558265		3 5 10 16
558261		4 5 10 11 16
558245		3 5 10 11 16
558175		3 4 5 10 16
558155		3 4 5 10 11 16
557402		1 5 16
557328		1 5 11 16
557003		1 4 5 16
556986		1 5 10 16
556970		1 3 5 16
556960		1 4 5 11 16
556935		1 5 10 11 16
556927		1 3 5 11 16
556880		1 3 4 5 16
556837		1 3 4 5 11 16
556633		1 4 5 10 16
556617		1 3 5 10 16
556613		1 4 5 10 11 16
556597		1 3 5 10 11 16
556527		1 3 4 5 10 16
556507		1 3 4 5 10 11 16
556406		2 5 16
556404		1 2 5 16
556332		2 5 11 16
556330		1 2 5 11 16
556007		2 4 5 16
556005		1 2 4 5 16
555990		2 5 10 16
555988		1 2 5 10 16
555974		2 3 5 16
555972		1 2 3 5 16
555964		2 4 5 11 16
555962		1 2 4 5 11 16
555939		2 5 10 11 16
555937		1 2 5 10 11 16
555931		2 3 5 11 16
555929		1 2 3 5 11 16
555884		2 3 4 5 16
555882		1 2 3 4 5 16
555841		2 3 4 5 11 16
555839		1 2 3 4 5 11 16
555637		2 4 5 10 16
555635		1 2 4 5 10 16
555621		2 3 5 10 16
555619		1 2 3 5 10 16
555617		2 4 5 10 11 16
555615		1 2 4 5 10 11 16
555601		2 3 5 10 11 16
555599		1 2 3 5 10 11 16
555531		2 3 4 5 10 16
555529		1 2 3 4 5 10 16
555511		2 3 4 5 10 11 16
555509		1 2 3 4 5 10 11 16
553699		1 14
553654		1 11 14
553587		1 3 14
553559		1 4 14
553546		1 3 11 14
553518		1 4 11 14
553512		1 3 4 14
553471		1 3 4 11 14
553329		1 10 14
553309		1 10 11 14
553241		1 3 10 14
553221		1 3 10 11 14
553200		1 4 10 14
553180		1 4 10 11 14
553166		1 3 4 10 14
553146		1 3 4 10 11 14
552716		2 14
552701		1 2 14
552671		2 11 14
552656		1 2 11 14
552602		2 3 14
552589		1 2 3 14
552576		2 4 14
552561		2 3 11 14
552561		1 2 4 14
552548		1 2 3 11 14
552535		2 4 11 14
552527		2 3 4 14
552520		1 2 4 11 14
552514		1 2 3 4 14
552486		2 3 4 11 14
552473		1 2 3 4 11 14
552344		2 10 14
552331		1 2 10 14
552324		2 10 11 14
552311		1 2 10 11 14
552256		2 3 10 14
552243		1 2 3 10 14
552236		2 3 10 11 14
552223		1 2 3 10 11 14
552215		2 4 10 14
552202		1 2 4 10 14
552195		2 4 10 11 14
552182		1 2 4 10 11 14
552181		2 3 4 10 14
552168		1 2 3 4 10 14
552161		2 3 4 10 11 14
552148		1 2 3 4 10 11 14
550051		1 5 14
550007		1 5 11 14
549953		1 3 5 14
549913		1 3 5 11 14
549911		1 4 5 14
549878		1 3 4 5 14
549871		1 4 5 11 14
549838		1 3 4 5 11 14
549696		1 5 10 14
549676		1 5 10 11 14
549612		1 3 5 10 14
549592		1 3 5 10 11 14
549567		1 4 5 10 14
549547		1 4 5 10 11 14
549537		1 3 4 5 10 14
549517		1 3 4 5 10 11 14
549055		2 5 14
549053		1 2 5 14
549011		2 5 11 14
549009		1 2 5 11 14
548957		2 3 5 14
548955		1 2 3 5 14
548917		2 3 5 11 14
548915		1 2 3 5 11 14
548915		2 4 5 14
548913		1 2 4 5 14
548882		2 3 4 5 14
548880		1 2 3 4 5 14
548875		2 4 5 11 14
548873		1 2 4 5 11 14
548842		2 3 4 5 11 14
548840		1 2 3 4 5 11 14
548700		2 5 10 14
548698		1 2 5 10 14
548680		2 5 10 11 14
548678		1 2 5 10 11 14
548616		2 3 5 10 14
548614		1 2 3 5 10 14
548596		2 3 5 10 11 14
548594		1 2 3 5 10 11 14
548571		2 4 5 10 14
548569		1 2 4 5 10 14
548551		2 4 5 10 11 14
548549		1 2 4 5 10 11 14
548541		2 3 4 5 10 14
548539		1 2 3 4 5 10 14
548521		2 3 4 5 10 11 14
548519		1 2 3 4 5 10 11 14
544162		14 16
544122		11 14 16
544057		3 14 16
544030		4 14 16
544017		3 11 14 16
543990		4 11 14 16
543982		3 4 14 16
543942		3 4 11 14 16
543798		10 14 16
543778		10 11 14 16
543714		3 10 14 16
543694		3 10 11 14 16
543673		4 10 14 16
543653		4 10 11 14 16
543639		3 4 10 14 16
543619		3 4 10 11 14 16
542507		1 14 16
542467		1 11 14 16
542404		1 3 14 16
542375		1 4 14 16
542364		1 3 11 14 16
542335		1 4 11 14 16
542329		1 3 4 14 16
542289		1 3 4 11 14 16
542145		1 10 14 16
542125		1 10 11 14 16
542061		1 3 10 14 16
542041		1 3 10 11 14 16
542020		1 4 10 14 16
542000		1 4 10 11 14 16
541986		1 3 4 10 14 16
541966		1 3 4 10 11 14 16
541518		2 14 16
541509		1 2 14 16
541478		2 11 14 16
541469		1 2 11 14 16
541413		2 3 14 16
541406		1 2 3 14 16
541386		2 4 14 16
541377		1 2 4 14 16
541373		2 3 11 14 16
541366		1 2 3 11 14 16
541346		2 4 11 14 16
541338		2 3 4 14 16
541337		1 2 4 11 14 16
541331		1 2 3 4 14 16
541298		2 3 4 11 14 16
541291		1 2 3 4 11 14 16
541154		2 10 14 16
541147		1 2 10 14 16
541134		2 10 11 14 16
541127		1 2 10 11 14 16
541070		2 3 10 14 16
541063		1 2 3 10 14 16
541050		2 3 10 11 14 16
541043		1 2 3 10 11 14 16
541029		2 4 10 14 16
541022		1 2 4 10 14 16
541009		2 4 10 11 14 16
541002		1 2 4 10 11 14 16
540995		2 3 4 10 14 16
540988		1 2 3 4 10 14 16
540975		2 3 4 10 11 14 16
540968		1 2 3 4 10 11 14 16
540848		5 14 16
540809		5 11 14 16
540758		3 5 14 16
540719		3 5 11 14 16
540716		4 5 14 16
540683		3 4 5 14 16
540677		4 5 11 14 16
540644		3 4 5 11 14 16
540500		5 10 14 16
540480		5 10 11 14 16
540420		3 5 10 14 16
540400		3 5 10 11 14 16
540375		4 5 10 14 16
540355		4 5 10 11 14 16
540345		3 4 5 10 14 16
540325		3 4 5 10 11 14 16
539200		1 5 14 16
539161		1 5 11 14 16
539110		1 3 5 14 16
539071		1 3 5 11 14 16
539068		1 4 5 14 16
539035		1 3 4 5 14 16
539029		1 4 5 11 14 16
538996		1 3 4 5 11 14 16
538852		1 5 10 14 16
538832		1 5 10 11 14 16
538772		1 3 5 10 14 16
538752		1 3 5 10 11 14 16
538727		1 4 5 10 14 16
538707		1 4 5 10 11 14 16
538697		1 3 4 5 10 14 16
538677		1 3 4 5 10 11 14 16
538204		2 5 14 16
538202		1 2 5 14 16
538165		2 5 11 14 16
538163		1 2 5 11 14 16
538114		2 3 5 14 16
538112		1 2 3 5 14 16
538075		2 3 5 11 14 16
538073		1 2 3 5 11 14 16
538072		2 4 5 14 16
538070		1 2 4 5 14 16
538039		2 3 4 5 14 16
538037		1 2 3 4 5 14 16
538033		2 4 5 11 14 16
538031		1 2 4 5 11 14 16
538000		2 3 4 5 11 14 16
537998		1 2 3 4 5 11 14 16
537856		2 5 10 14 16
537854		1 2 5 10 14 16
537836		2 5 10 11 14 16
537834		1 2 5 10 11 14 16
537776		2 3 5 10 14 16
537774		1 2 3 5 10 14 16
537756		2 3 5 10 11 14 16
537754		1 2 3 5 10 11 14 16
537731		2 4 5 10 14 16
537729		1 2 4 5 10 14 16
537711		2 4 5 10 11 14 16
537709		1 2 4 5 10 11 14 16
537701		2 3 4 5 10 14 16
537699		1 2 3 4 5 10 14 16
537681		2 3 4 5 10 11 14 16
537679		1 2 3 4 5 10 11 14 16
536305		2 10 12
536305		10 12
536247		2 11 12
536247		11 12
536166		2 3 12
536166		3 12
535901		2 4 12
535901		4 12
535853		2 4 11 12
535853		4 11 12
535828		2 10 11 12
535828		10 11 12
535808		2 3 11 12
535808		3 11 12
535804		2 3 10 12
535804		3 10 12
535759		2 3 4 12
535759		3 4 12
535714		2 3 4 11 12
535714		3 4 11 12
535509		2 4 10 12
535509		4 10 12
535489		2 4 10 11 12
535489		4 10 11 12
535473		2 3 10 11 12
535473		3 10 11 12
535399		2 3 4 10 12
535399		3 4 10 12
535379		2 3 4 10 11 12
535379		3 4 10 11 12
533012		9 10
532948		9 11
532914		3 9
532670		4 9
532624		4 9 11
532594		9 10 11
532587		3 9 11
532562		3 9 10
532551		3 4 9
532508		3 4 9 11
532300		4 9 10
532282		4 9 10 11
532260		3 9 10 11
532199		3 4 9 10
532181		3 4 9 10 11
531758		1 2 11 12
531758		1 11 12
531540		1 2 10 12
531540		1 10 12
531409		1 2 4 12
531409		1 4 12
531400		1 2 3 12
531400		1 3 12
531364		1 2 4 11 12
531364		1 4 11 12
531342		1 2 10 11 12
531342		1 10 11 12
531322		1 2 3 11 12
531322		1 3 11 12
531273		1 2 3 4 12
531273		1 3 4 12
531228		1 2 3 4 11 12
531228		1 3 4 11 12
531039		1 2 3 10 12
531039		1 3 10 12
531023		1 2 4 10 12
531023		1 4 10 12
531003		1 2 4 10 11 12
531003		1 4 10 11 12
530987		1 2 3 10 11 12
530987		1 3 10 11 12
530913		1 2 3 4 10 12
530913		1 3 4 10 12
530893		1 2 3 4 10 11 12
530893		1 3 4 10 11 12
530323		2 9 10
530259		2 9 11
530225		2 3 9
529981		2 4 9
529956		1 2 5 12
529956		2 5 12
529956		1 5 12
529956		5 12
529935		2 4 9 11
529905		2 9 10 11
529898		2 3 9 11
529873		2 3 9 10
529862		2 3 4 9
529819		2 3 4 9 11
529611		2 4 9 10
529593		2 4 9 10 11
529571		2 3 9 10 11
529510		2 3 4 9 10
529492		2 3 4 9 10 11
528806		1 2 5 11 12
528806		2 5 11 12
528806		1 5 11 12
528806		5 11 12
528466		1 2 4 5 12
528466		2 4 5 12
528466		1 4 5 12
528466		4 5 12
528458		1 2 5 10 12
528458		2 5 10 12
528458		1 5 10 12
528458		5 10 12
528433		1 2 3 5 12
528433		2 3 5 12
528433		1 3 5 12
528433		3 5 12
528422		1 2 4 5 11 12
528422		2 4 5 11 12
528422		1 4 5 11 12
528422		4 5 11 12
528405		1 2 5 10 11 12
528405		2 5 10 11 12
528405		1 5 10 11 12
528405		5 10 11 12
528389		1 2 3 5 11 12
528389		2 3 5 11 12
528389		1 3 5 11 12
528389		3 5 11 12
528343		1 2 3 4 5 12
528343		2 3 4 5 12
528343		1 3 4 5 12
528343		3 4 5 12
528299		1 2 3 4 5 11 12
528299		2 3 4 5 11 12
528299		1 3 4 5 11 12
528299		3 4 5 11 12
528094		1 2 4 5 10 12
528094		2 4 5 10 12
528094		1 4 5 10 12
528094		4 5 10 12
528078		1 2 3 5 10 12
528078		2 3 5 10 12
528078		1 3 5 10 12
528078		3 5 10 12
528074		1 2 4 5 10 11 12
528074		2 4 5 10 11 12
528074		1 4 5 10 11 12
528074		4 5 10 11 12
528058		1 2 3 5 10 11 12
528058		2 3 5 10 11 12
528058		1 3 5 10 11 12
528058		3 5 10 11 12
527988		1 2 3 4 5 10 12
527988		2 3 4 5 10 12
527988		1 3 4 5 10 12
527988		3 4 5 10 12
527968		1 2 3 4 5 10 11 12
527968		2 3 4 5 10 11 12
527968		1 3 4 5 10 11 12
527968		3 4 5 10 11 12
526604		1 9 11
526391		1 9 10
526323		1 4 9
526293		1 3 9
526280		1 4 9 11
526252		1 9 10 11
526245		1 3 9 11
526209		1 3 4 9
526166		1 3 4 9 11
526092		2 12 16
526092		12 16
526085		1 2 12 16
526085		1 12 16
526017		2 11 12 16
526017		11 12 16
526010		1 2 11 12 16
526010		1 11 12 16
525958		1 4 9 10
525941		1 3 9 10
525940		1 4 9 10 11
525918		1 3 9 10 11
525857		1 3 4 9 10
525839		1 3 4 9 10 11
525769		1 2 9 11
525689		2 4 12 16
525689		4 12 16
525682		1 2 4 12 16
525682		1 4 12 16
525660		2 10 12 16
525660		10 12 16
525655		1 2 10 12 16
525655		1 10 12 16
525645		2 4 11 12 16
525645		4 11 12 16
525644		2 3 12 16
525644		3 12 16
525639		1 2 3 12 16
525639		1 3 12 16
525638		1 2 4 11 12 16
525638		1 4 11 12 16
525609		2 10 11 12 16
525609		10 11 12 16
525604		1 2 10 11 12 16
525604		1 10 11 12 16
525600		2 3 11 12 16
525600		3 11 12 16
525595		1 2 3 11 12 16
525595		1 3 11 12 16
525556		1 2 9 10
525551		2 3 4 12 16
525551		3 4 12 16
525546		1 2 3 4 12 16
525546		1 3 4 12 16
525507		2 3 4 11 12 16
525507		3 4 11 12 16
525502		1 2 3 4 11 12 16
525502		1 3 4 11 12 16
525488		1 2 4 9
525458		1 2 3 9
525445		1 2 4 9 11
525417		1 2 9 10 11
525410		1 2 3 9 11
525374		1 2 3 4 9
525331		1 2 3 4 9 11
525303		2 4 10 12 16
525303		4 10 12 16
525298		1 2 4 10 12 16
525298		1 4 10 12 16
525286		2 3 10 12 16
525286		3 10 12 16
525283		2 4 10 11 12 16
525283		4 10 11 12 16
525281		1 2 3 10 12 16
525281		1 3 10 12 16
525278		1 2 4 10 11 12 16
525278		1 4 10 11 12 16
525266		2 3 10 11 12 16
525266		3 10 11 12 16
525261		1 2 3 10 11 12 16
525261		1 3 10 11 12 16
525193		2 3 4 10 12 16
525193		3 4 10 12 16
525188		1 2 3 4 10 12 16
525188		1 3 4 10 12 16
525173		2 3 4 10 11 12 16
525173		3 4 10 11 12 16
525168		1 2 3 4 10 11 12 16
525168		1 3 4 10 11 12 16
525123		1 2 4 9 10
525106		1 2 3 9 10
525105		1 2 4 9 10 11
525100		5 9
525083		1 2 3 9 10 11
525022		1 2 3 4 9 10
525004		1 2 3 4 9 10 11
